ID,orig,dest
904,9,83
905,9,84
906,9,85
907,9,86
908,9,87
909,9,88
910,9,89
911,9,90
912,9,91
913,9,92
914,9,93
915,9,94
916,9,95
917,9,96
918,9,97
919,9,98
920,9,99
921,9,100
922,9,101
923,9,102
924,9,103
925,9,104
926,9,105
927,9,106
928,9,107
929,9,108
930,9,109
931,9,110
932,9,111
933,9,112
934,9,113
935,9,114
936,9,115
937,9,116
938,9,117
939,9,118
940,9,119
941,9,120
942,9,121
943,9,122
944,9,123
945,9,124
946,9,125
947,9,126
948,9,127
949,9,128
950,9,129
951,9,130
952,9,131
953,9,132
954,9,133
955,9,134
956,9,135
957,9,136
958,9,137
959,9,138
960,9,139
961,9,140
962,9,141
963,9,142
964,9,143
965,9,144
966,9,145
967,10,11
968,10,12
969,10,13
970,10,14
971,10,15
972,10,16
973,10,17
974,10,18
975,10,19
976,10,20
977,10,21
978,10,22
979,10,23
980,10,24
981,10,25
982,10,26
983,10,27
984,10,29
985,10,30
986,10,31
987,10,32
988,10,33
989,10,34
990,10,35
991,10,36
992,10,37
993,10,38
994,10,39
995,10,40
996,10,41
997,10,42
998,10,43
999,10,44
1000,10,45
1001,10,46
1002,10,47
1003,10,48
1004,10,49
1005,10,50
1006,10,51
1007,10,52
1008,10,53
1009,10,54
1010,10,55
1011,10,56
1012,10,57
1013,10,58
1014,10,59
1015,10,60
1016,10,61
1017,10,62
1018,10,63
1019,10,64
1020,10,65
1021,10,66
1022,10,67
1023,10,68
1024,10,69
1025,10,70
1026,10,71
1027,10,72
1028,10,73
1029,10,74
1030,10,75
1031,10,76
1032,10,77
1033,10,78
1034,10,79
1035,10,80
1036,10,81
1037,10,82
1038,10,83
1039,10,84
1040,10,85
1041,10,86
1042,10,87
1043,10,88
1044,10,89
1045,10,90
1046,10,91
1047,10,92
1048,10,93
1049,10,94
1050,10,95
1051,10,96
1052,10,97
1053,10,98
1054,10,99
1055,10,100
1056,10,101
1057,10,102
1058,10,103
1059,10,104
1060,10,105
1061,10,106
1062,10,107
1063,10,108
1064,10,109
1065,10,110
1066,10,111
1067,10,112
1068,10,113
1069,10,114
1070,10,115
1071,10,116
1072,10,117
1073,10,118
1074,10,119
1075,10,120
1076,10,121
1077,10,122
1078,10,123
1079,10,124
1080,10,125
1081,10,126
1082,10,127
1083,10,128
1084,10,129
1085,10,130
1086,10,131
1087,10,132
1088,10,133
1089,10,134
1090,10,135
1091,10,136
1092,10,137
1093,10,138
1094,10,139
1095,10,140
1096,10,141
1097,10,142
1098,10,143
1099,10,144
1100,10,145
1101,11,12
1102,11,13
1103,11,14
1104,11,15
1105,11,16
1106,11,17
1107,11,18
1108,11,19
1109,11,20
1110,11,21
1111,11,22
1112,11,23
1113,11,24
1114,11,25
1115,11,26
1116,11,27
1117,11,29
1118,11,30
1119,11,31
1120,11,32
1121,11,33
1122,11,34
1123,11,35
1124,11,36
1125,11,37
1126,11,38
1127,11,39
1128,11,40
1129,11,41
1130,11,42
1131,11,43
1132,11,44
1133,11,45
1134,11,46
1135,11,47
1136,11,48
1137,11,49
1138,11,50
1139,11,51
1140,11,52
1141,11,53
1142,11,54
1143,11,55
1144,11,56
1145,11,57
1146,11,58
1147,11,59
1148,11,60
1149,11,61
1150,11,62
1151,11,63
1152,11,64
1153,11,65
1154,11,66
1155,11,67
1156,11,68
1157,11,69
1158,11,70
1159,11,71
1160,11,72
1161,11,73
1162,11,74
1163,11,75
1164,11,76
1165,11,77
1166,11,78
1167,11,79
1168,11,80
1169,11,81
1170,11,82
1171,11,83
1172,11,84
1173,11,85
1174,11,86
1175,11,87
1176,11,88
1177,11,89
1178,11,90
1179,11,91
1180,11,92
1181,11,93
1182,11,94
1183,11,95
1184,11,96
1185,11,97
1186,11,98
1187,11,99
1188,11,100
1189,11,101
1190,11,102
1191,11,103
1192,11,104
1193,11,105
1194,11,106
1195,11,107
1196,11,108
1197,11,109
1198,11,110
1199,11,111
1200,11,112
1201,11,113
1202,11,114
1203,11,115
1204,11,116
1205,11,117
1206,11,118
1207,11,119
1208,11,120
1209,11,121
1210,11,122
1211,11,123
1212,11,124
1213,11,125
1214,11,126
1215,11,127
1216,11,128
1217,11,129
1218,11,130
1219,11,131
1220,11,132
1221,11,133
1222,11,134
1223,11,135
1224,11,136
1225,11,137
1226,11,138
1227,11,139
1228,11,140
1229,11,141
1230,11,142
1231,11,143
1232,11,144
1233,11,145
1234,12,13
1235,12,14
1236,12,15
1237,12,16
1238,12,17
1239,12,18
1240,12,19
1241,12,20
1242,12,21
1243,12,22
1244,12,23
1245,12,24
1246,12,25
1247,12,26
1248,12,27
1249,12,29
1250,12,30
1251,12,31
1252,12,32
1253,12,33
1254,12,34
1255,12,35
1256,12,36
1257,12,37
1258,12,38
1259,12,39
1260,12,40
1261,12,41
1262,12,42
1263,12,43
1264,12,44
1265,12,45
1266,12,46
1267,12,47
1268,12,48
1269,12,49
1270,12,50
1271,12,51
1272,12,52
1273,12,53
1274,12,54
1275,12,55
1276,12,56
1277,12,57
1278,12,58
1279,12,59
1280,12,60
1281,12,61
1282,12,62
1283,12,63
1284,12,64
1285,12,65
1286,12,66
1287,12,67
1288,12,68
1289,12,69
1290,12,70
1291,12,71
1292,12,72
1293,12,73
1294,12,74
1295,12,75
1296,12,76
1297,12,77
1298,12,78
1299,12,79
1300,12,80
1301,12,81
1302,12,82
1303,12,83
1304,12,84
1305,12,85
1306,12,86
1307,12,87
1308,12,88
1309,12,89
1310,12,90
1311,12,91
1312,12,92
1313,12,93
1314,12,94
1315,12,95
1316,12,96
1317,12,97
1318,12,98
1319,12,99
1320,12,100
1321,12,101
1322,12,102
1323,12,103
1324,12,104
1325,12,105
1326,12,106
1327,12,107
1328,12,108
1329,12,109
1330,12,110
1331,12,111
1332,12,112
1333,12,113
1334,12,114
1335,12,115
1336,12,116
1337,12,117
1338,12,118
1339,12,119
1340,12,120
1341,12,121
1342,12,122
1343,12,123
1344,12,124
1345,12,125
1346,12,126
1347,12,127
1348,12,128
1349,12,129
1350,12,130
1351,12,131
1352,12,132
1353,12,133
1354,12,134
1355,12,135
1356,12,136
1357,12,137
1358,12,138
1359,12,139
1360,12,140
1361,12,141
1362,12,142
1363,12,143
1364,12,144
1365,12,145
1366,13,14
1367,13,15
1368,13,16
1369,13,17
1370,13,18
1371,13,19
1372,13,20
1373,13,21
1374,13,22
1375,13,23
1376,13,24
1377,13,25
1378,13,26
1379,13,27
1380,13,29
1381,13,30
1382,13,31
1383,13,32
1384,13,33
1385,13,34
1386,13,35
1387,13,36
1388,13,37
1389,13,38
1390,13,39
1391,13,40
1392,13,41
1393,13,42
1394,13,43
1395,13,44
1396,13,45
1397,13,46
1398,13,47
1399,13,48
1400,13,49
1401,13,50
1402,13,51
1403,13,52
1404,13,53
1405,13,54
1406,13,55
1407,13,56
1408,13,57
1409,13,58
1410,13,59
1411,13,60
1412,13,61
1413,13,62
1414,13,63
1415,13,64
1416,13,65
1417,13,66
1418,13,67
1419,13,68
1420,13,69
1421,13,70
1422,13,71
1423,13,72
1424,13,73
1425,13,74
1426,13,75
1427,13,76
1428,13,77
1429,13,78
1430,13,79
1431,13,80
1432,13,81
1433,13,82
1434,13,83
1435,13,84
1436,13,85
1437,13,86
1438,13,87
1439,13,88
1440,13,89
1441,13,90
1442,13,91
1443,13,92
1444,13,93
1445,13,94
1446,13,95
1447,13,96
1448,13,97
1449,13,98
1450,13,99
1451,13,100
1452,13,101
1453,13,102
1454,13,103
1455,13,104
1456,13,105
1457,13,106
1458,13,107
1459,13,108
1460,13,109
1461,13,110
1462,13,111
1463,13,112
1464,13,113
1465,13,114
1466,13,115
1467,13,116
1468,13,117
1469,13,118
1470,13,119
1471,13,120
1472,13,121
1473,13,122
1474,13,123
1475,13,124
1476,13,125
1477,13,126
1478,13,127
1479,13,128
1480,13,129
1481,13,130
1482,13,131
1483,13,132
1484,13,133
1485,13,134
1486,13,135
1487,13,136
1488,13,137
1489,13,138
1490,13,139
1491,13,140
1492,13,141
1493,13,142
1494,13,143
1495,13,144
1496,13,145
1497,14,15
1498,14,16
1499,14,17
1500,14,18
1501,14,19
1502,14,20
1503,14,21
1504,14,22
1505,14,23
1506,14,24
1507,14,25
1508,14,26
1509,14,27
1510,14,29
1511,14,30
1512,14,31
1513,14,32
1514,14,33
1515,14,34
1516,14,35
1517,14,36
1518,14,37
1519,14,38
1520,14,39
1521,14,40
1522,14,41
1523,14,42
1524,14,43
1525,14,44
1526,14,45
1527,14,46
1528,14,47
1529,14,48
1530,14,49
1531,14,50
1532,14,51
1533,14,52
1534,14,53
1535,14,54
1536,14,55
1537,14,56
1538,14,57
1539,14,58
1540,14,59
1541,14,60
1542,14,61
1543,14,62
1544,14,63
1545,14,64
1546,14,65
1547,14,66
1548,14,67
1549,14,68
1550,14,69
1551,14,70
1552,14,71
1553,14,72
1554,14,73
1555,14,74
1556,14,75
1557,14,76
1558,14,77
1559,14,78
1560,14,79
1561,14,80
1562,14,81
1563,14,82
1564,14,83
1565,14,84
1566,14,85
1567,14,86
1568,14,87
1569,14,88
1570,14,89
1571,14,90
1572,14,91
1573,14,92
1574,14,93
1575,14,94
1576,14,95
1577,14,96
1578,14,97
1579,14,98
1580,14,99
1581,14,100
1582,14,101
1583,14,102
1584,14,103
1585,14,104
1586,14,105
1587,14,106
1588,14,107
1589,14,108
1590,14,109
1591,14,110
1592,14,111
1593,14,112
1594,14,113
1595,14,114
1596,14,115
1597,14,116
1598,14,117
1599,14,118
1600,14,119
1601,14,120
1602,14,121
1603,14,122
1604,14,123
1605,14,124
1606,14,125
1607,14,126
1608,14,127
1609,14,128
1610,14,129
1611,14,130
1612,14,131
1613,14,132
1614,14,133
1615,14,134
1616,14,135
1617,14,136
1618,14,137
1619,14,138
1620,14,139
1621,14,140
1622,14,141
1623,14,142
1624,14,143
1625,14,144
1626,14,145
1627,15,16
1628,15,17
1629,15,18
1630,15,19
1631,15,20
1632,15,21
1633,15,22
1634,15,23
1635,15,24
1636,15,25
1637,15,26
1638,15,27
1639,15,29
1640,15,30
1641,15,31
1642,15,32
1643,15,33
1644,15,34
1645,15,35
1646,15,36
1647,15,37
1648,15,38
1649,15,39
1650,15,40
1651,15,41
1652,15,42
1653,15,43
1654,15,44
1655,15,45
1656,15,46
1657,15,47
1658,15,48
1659,15,49
1660,15,50
1661,15,51
1662,15,52
1663,15,53
1664,15,54
1665,15,55
1666,15,56
1667,15,57
1668,15,58
1669,15,59
1670,15,60
1671,15,61
1672,15,62
1673,15,63
1674,15,64
1675,15,65
1676,15,66
1677,15,67
1678,15,68
1679,15,69
1680,15,70
1681,15,71
1682,15,72
1683,15,73
1684,15,74
1685,15,75
1686,15,76
1687,15,77
1688,15,78
1689,15,79
1690,15,80
1691,15,81
1692,15,82
1693,15,83
1694,15,84
1695,15,85
1696,15,86
1697,15,87
1698,15,88
1699,15,89
1700,15,90
1701,15,91
1702,15,92
1703,15,93
1704,15,94
1705,15,95
1706,15,96
1707,15,97
1708,15,98
1709,15,99
1710,15,100
1711,15,101
1712,15,102
1713,15,103
1714,15,104
1715,15,105
1716,15,106
1717,15,107
1718,15,108
1719,15,109
1720,15,110
1721,15,111
1722,15,112
1723,15,113
1724,15,114
1725,15,115
1726,15,116
1727,15,117
1728,15,118
1729,15,119
1730,15,120
1731,15,121
1732,15,122
1733,15,123
1734,15,124
1735,15,125
1736,15,126
1737,15,127
1738,15,128
1739,15,129
1740,15,130
1741,15,131
1742,15,132
1743,15,133
1744,15,134
1745,15,135
1746,15,136
1747,15,137
1748,15,138
1749,15,139
1750,15,140
1751,15,141
1752,15,142
1753,15,143
1754,15,144
1755,15,145
1756,16,17
1757,16,18
1758,16,19
1759,16,20
1760,16,21
1761,16,22
1762,16,23
1763,16,24
1764,16,25
1765,16,26
1766,16,27
1767,16,29
1768,16,30
1769,16,31
1770,16,32
1771,16,33
1772,16,34
1773,16,35
1774,16,36
1775,16,37
1776,16,38
1777,16,39
1778,16,40
1779,16,41
1780,16,42
1781,16,43
1782,16,44
1783,16,45
1784,16,46
1785,16,47
1786,16,48
1787,16,49
1788,16,50
1789,16,51
1790,16,52
1791,16,53
1792,16,54
1793,16,55
1794,16,56
1795,16,57
1796,16,58
1797,16,59
1798,16,60
1799,16,61
1800,16,62
1801,16,63
1802,16,64
1803,16,65
1804,16,66
1805,16,67
1806,16,68
1807,16,69
1808,16,70
1809,16,71
1810,16,72
1811,16,73
1812,16,74
1813,16,75
1814,16,76
1815,16,77
1816,16,78
1817,16,79
1818,16,80
1819,16,81
1820,16,82
1821,16,83
1822,16,84
1823,16,85
1824,16,86
1825,16,87
1826,16,88
1827,16,89
1828,16,90
1829,16,91
1830,16,92
1831,16,93
1832,16,94
1833,16,95
1834,16,96
1835,16,97
1836,16,98
1837,16,99
1838,16,100
1839,16,101
1840,16,102
1841,16,103
1842,16,104
1843,16,105
1844,16,106
1845,16,107
1846,16,108
1847,16,109
1848,16,110
1849,16,111
1850,16,112
1851,16,113
1852,16,114
1853,16,115
1854,16,116
1855,16,117
1856,16,118
1857,16,119
1858,16,120
1859,16,121
1860,16,122
1861,16,123
1862,16,124
1863,16,125
1864,16,126
1865,16,127
1866,16,128
1867,16,129
1868,16,130
1869,16,131
1870,16,132
1871,16,133
1872,16,134
1873,16,135
1874,16,136
1875,16,137
1876,16,138
1877,16,139
1878,16,140
1879,16,141
1880,16,142
1881,16,143
1882,16,144
1883,16,145
1884,17,18
1885,17,19
1886,17,20
1887,17,21
1888,17,22
1889,17,23
1890,17,24
1891,17,25
1892,17,26
1893,17,27
1894,17,29
1895,17,30
1896,17,31
1897,17,32
1898,17,33
1899,17,34
1900,17,35
1901,17,36
1902,17,37
1903,17,38
1904,17,39
1905,17,40
1906,17,41
1907,17,42
1908,17,43
1909,17,44
1910,17,45
1911,17,46
1912,17,47
1913,17,48
1914,17,49
1915,17,50
1916,17,51
1917,17,52
1918,17,53
1919,17,54
1920,17,55
1921,17,56
1922,17,57
1923,17,58
1924,17,59
1925,17,60
1926,17,61
1927,17,62
1928,17,63
1929,17,64
1930,17,65
1931,17,66
1932,17,67
1933,17,68
1934,17,69
1935,17,70
1936,17,71
1937,17,72
1938,17,73
1939,17,74
1940,17,75
1941,17,76
1942,17,77
1943,17,78
1944,17,79
1945,17,80
1946,17,81
1947,17,82
1948,17,83
1949,17,84
1950,17,85
1951,17,86
1952,17,87
1953,17,88
1954,17,89
1955,17,90
1956,17,91
1957,17,92
1958,17,93
1959,17,94
1960,17,95
1961,17,96
1962,17,97
1963,17,98
1964,17,99
1965,17,100
1966,17,101
1967,17,102
1968,17,103
1969,17,104
1970,17,105
1971,17,106
1972,17,107
1973,17,108
1974,17,109
1975,17,110
1976,17,111
1977,17,112
1978,17,113
1979,17,114
1980,17,115
1981,17,116
1982,17,117
1983,17,118
1984,17,119
1985,17,120
1986,17,121
1987,17,122
1988,17,123
1989,17,124
1990,17,125
1991,17,126
1992,17,127
1993,17,128
1994,17,129
1995,17,130
1996,17,131
1997,17,132
1998,17,133
1999,17,134
2000,17,135
2001,17,136
2002,17,137
2003,17,138
2004,17,139
2005,17,140
2006,17,141
2007,17,142
2008,17,143
2009,17,144
2010,17,145
2011,18,19
2012,18,20
2013,18,21
2014,18,22
2015,18,23
2016,18,24
2017,18,25
2018,18,26
2019,18,27
2020,18,29
2021,18,30
2022,18,31
2023,18,32
2024,18,33
2025,18,34
2026,18,35
2027,18,36
2028,18,37
2029,18,38
2030,18,39
2031,18,40
2032,18,41
2033,18,42
2034,18,43
2035,18,44
2036,18,45
2037,18,46
2038,18,47
2039,18,48
2040,18,49
2041,18,50
2042,18,51
2043,18,52
2044,18,53
2045,18,54
2046,18,55
2047,18,56
2048,18,57
2049,18,58
2050,18,59
2051,18,60
2052,18,61
2053,18,62
2054,18,63
2055,18,64
2056,18,65
2057,18,66
2058,18,67
2059,18,68
2060,18,69
2061,18,70
2062,18,71
2063,18,72
2064,18,73
2065,18,74
2066,18,75
2067,18,76
2068,18,77
2069,18,78
2070,18,79
2071,18,80
2072,18,81
2073,18,82
2074,18,83
2075,18,84
2076,18,85
2077,18,86
2078,18,87
2079,18,88
2080,18,89
2081,18,90
2082,18,91
2083,18,92
2084,18,93
2085,18,94
2086,18,95
2087,18,96
2088,18,97
2089,18,98
2090,18,99
2091,18,100
2092,18,101
2093,18,102
2094,18,103
2095,18,104
2096,18,105
2097,18,106
2098,18,107
2099,18,108
2100,18,109
2101,18,110
2102,18,111
2103,18,112
2104,18,113
2105,18,114
2106,18,115
2107,18,116
2108,18,117
2109,18,118
2110,18,119
2111,18,120
2112,18,121
2113,18,122
2114,18,123
2115,18,124
2116,18,125
2117,18,126
2118,18,127
2119,18,128
2120,18,129
2121,18,130
2122,18,131
2123,18,132
2124,18,133
2125,18,134
2126,18,135
2127,18,136
2128,18,137
2129,18,138
2130,18,139
2131,18,140
2132,18,141
2133,18,142
2134,18,143
2135,18,144
2136,18,145
2137,19,20
2138,19,21
